6,21,5,29,30,4,35,11,14,17
30,7,16,46,26,39,20,27,13,43
36,9,25,35,8,17,34,29,22,23
0,27,39,17,37,20,38,9,30,3
46,21,38,27,18,24,45,33,0,40
23,14,37,47,43,28,1,10,48,31
28,23,30,35,9,46,3,20,36,26
19,44,26,20,13,29,28,11,49,36
10,34,45,20,13,31,46,21,7,11
26,12,49,11,5,32,40,21,17,39
41,37,38,6,5,25,7,18,15,13
44,12,40,33,21,27,23,16,34,49
1,12,13,16,6,47,2,23,33,0
10,17,47,36,8,20,46,0,14,40
0,10,18,13,46,19,43,23,37,1
22,5,23,43,8,28,1,37,46,17
18,21,45,11,33,14,25,30,5,42
40,47,49,8,28,18,14,42,31,2
19,14,43,31,2,24,38,36,34,30
4,31,46,15,36,16,8,23,19,47
25,3,19,49,7,28,15,46,5,0
49,32,28,20,22,16,23,30,4,2
1,36,3,31,20,17,49,6,16,48
38,23,48,13,5,28,17,34,12,14
28,10,43,37,6,34,5,21,32,38
30,2,18,29,21,24,36,7,28,12
15,14,35,22,5,25,42,28,4,21
27,42,15,17,11,13,32,37,16,8
17,10,47,30,31,5,27,16,41,29
2,9,36,6,39,17,29,12,1,25
0,31,35,18,13,28,32,6,25,9
28,42,47,34,46,17,41,30,0,44
34,1,7,16,44,26,8,0,27,14
46,10,4,44,34,38,7,36,24,19
23,2,35,34,7,25,18,48,9,11
1,18,47,13,7,42,3,11,8,23
38,44,16,20,26,34,18,28,23,15
41,21,33,35,1,3,15,20,22,37
39,15,31,27,28,44,35,20,8,49
25,34,48,9,16,39,24,33,29,43
6,5,2,17,4,3,42,45,25,41
47,6,18,48,38,16,46,7,15,4
18,12,43,19,13,15,6,27,9,14
19,42,44,7,4,34,13,38,39,22
20,8,14,17,39,29,28,6,37,45
37,16,46,31,20,3,41,14,32,7
11,10,15,9,48,32,34,49,5,12
39,5,38,4,33,29,45,27,8,48
27,40,14,37,44,17,30,25,39,36
7,30,34,10,47,33,16,35,36,18
33,32,8,27,19,35,18,12,11,21
13,7,48,37,14,6,34,42,4,2
17,42,37,43,48,7,15,35,20,24
29,41,18,7,42,48,34,20,15,46
11,27,47,28,48,31,15,9,44,36
48,7,49,46,11,34,3,44,45,12
8,4,35,45,24,44,2,42,39,23
35,45,27,46,9,0,32,2,42,16
35,14,45,4,9,23,47,30,1,11
44,27,49,9,0,24,6,18,19,15
49,19,2,6,13,14,26,32,0,22
41,24,37,21,43,17,23,27,25,47
41,12,18,26,46,16,38,25,20,39
16,0,9,25,46,29,13,1,43,7
10,7,44,28,1,33,49,39,22,11
48,10,0,40,7,45,22,8,46,24
46,41,19,12,23,32,5,40,48,34
48,14,33,34,9,41,38,29,3,36
12,5,16,33,39,34,15,2,21,18
40,12,9,23,2,44,46,48,11,1
21,11,47,31,17,9,15,19,22,27
10,47,22,16,30,35,15,8,13,29
46,3,10,35,4,24,32,7,11,5
13,39,18,17,48,7,2,8,44,15
39,8,16,17,5,4,28,33,36,13
11,17,22,13,46,37,26,7,12,20
39,28,29,32,19,26,3,34,17,7
12,49,44,6,25,27,35,19,48,34
49,0,20,21,43,2,13,27,40,42
8,5,36,44,14,32,45,40,43,0
2,29,11,13,10,8,5,32,9,17
49,11,4,27,13,41,14,0,24,32
27,28,32,19,20,1,13,45,48,46
9,21,36,45,32,5,27,31,44,13
49,11,41,12,8,9,5,10,33,45
28,23,33,29,11,45,1,26,20,15
7,15,16,17,37,20,21,39,9,10
35,8,13,43,20,27,30,39,17,28
8,7,27,24,37,46,45,41,1,13
27,49,45,13,22,46,18,0,3,21
29,32,4,8,12,31,2,24,22,26
39,40,42,23,22,45,3,33,17,35
32,17,31,42,18,34,6,23,9,36
3,42,1,7,49,47,16,2,24,43
42,18,45,5,29,32,9,25,35,14
28,18,20,40,7,35,2,21,46,6
28,27,4,14,36,18,45,9,3,34
29,40,20,11,13,47,3,46,1,34
10,45,37,49,30,28,21,20,33,19
37,11,25,8,29,38,22,43,49,19
31,49,18,20,16,3,28,10,32,26
29,5,42,32,41,20,16,45,34,6
17,38,4,1,3,8,29,16,14,26
31,47,12,8,39,34,4,7,43,48
37,1,28,18,16,27,32,44,5,46
11,48,40,10,18,7,14,32,3,49
23,26,32,29,6,2,33,4,25,36
43,25,30,42,38,15,2,5,8,23
12,28,24,8,11,23,27,46,14,48
6,16,2,3,34,24,9,8,48,5
1,4,41,5,19,15,23,24,38,47
35,37,15,48,21,49,39,5,0,40
42,5,47,11,24,14,17,43,15,21
14,11,49,31,10,26,9,5,28,17
39,47,0,49,7,20,31,33,37,48
48,19,33,27,6,17,23,14,7,45
29,42,46,20,8,10,38,14,26,37
20,31,25,12,45,39,21,10,1,32
18,2,43,44,17,11,28,36,45,7
14,49,37,10,41,27,0,44,29,47
16,2,14,18,12,31,28,48,0,46
3,8,36,25,18,13,45,2,34,15
2,45,39,26,27,23,29,8,37,25
47,3,17,28,41,34,18,49,10,30
23,0,47,28,24,7,39,22,13,2
8,28,10,2,14,41,46,42,4,13
29,45,27,13,35,2,7,18,47,16
49,9,10,42,0,15,28,4,41,40
29,21,48,25,3,28,26,24,22,0
2,22,45,19,13,34,7,0,35,33
41,28,34,43,6,14,48,40,24,12
6,48,41,36,19,17,15,33,29,40
34,48,37,3,13,38,17,8,31,23
21,41,44,3,29,36,30,33,47,25
17,28,32,27,23,19,22,41,14,8
43,21,5,44,16,40,47,18,33,36
32,0,6,3,17,44,26,18,24,10
28,36,41,47,9,11,8,13,46,12
34,26,17,40,5,27,19,20,3,21
18,44,2,29,17,22,46,41,10,43
14,12,37,45,31,23,17,46,27,24
29,3,13,6,35,41,46,30,38,25
3,25,17,47,36,49,29,21,33,37
24,33,46,6,5,17,48,14,15,11
29,3,24,23,7,4,26,10,35,19
30,40,7,27,44,26,17,18,46,45
47,2,17,20,34,29,6,41,24,37
27,10,30,41,48,6,47,3,19,8
14,49,12,35,7,9,45,34,37,44
23,2,30,1,35,0,14,24,36,33
41,1,0,42,18,40,32,25,14,3
37,46,44,8,28,16,14,32,7,25
41,37,28,2,18,19,27,49,40,16
33,29,0,26,13,18,23,5,1,3
21,24,38,36,23,7,40,8,46,29
16,31,41,19,35,48,24,11,45,7
28,13,9,27,19,42,26,12,25,36
0,32,35,40,41,4,48,18,13,22
6,49,36,13,46,1,15,45,29,30
43,22,27,26,18,21,3,30,37,13
9,30,6,20,8,27,17,11,19,12
42,34,43,10,28,1,12,40,37,19
6,0,17,26,22,38,2,11,4,33
0,45,22,20,10,28,16,34,36,24
17,20,48,10,11,19,14,46,42,2
47,14,30,33,43,24,23,37,19,39
22,30,26,19,33,12,34,8,42,5
29,21,39,6,30,8,37,42,9,41
34,33,3,14,49,7,25,42,46,22
1,25,29,13,27,21,6,8,37,20
20,6,44,7,23,36,9,33,0,25
38,13,12,35,21,44,28,33,25,41
37,38,14,46,26,28,10,24,8,33
0,32,20,9,21,12,48,34,26,47
0,23,2,30,17,44,31,8,26,9
28,17,21,38,42,16,1,37,35,47
42,22,28,21,43,5,2,49,46,41
39,8,3,38,4,2,13,46,35,9
22,5,17,29,38,12,43,16,28,21
13,26,35,34,10,38,21,31,27,41
47,30,12,1,43,44,16,32,3,38
47,4,48,43,9,23,14,31,16,40
2,44,20,25,11,48,21,13,8,19
37,34,36,39,21,13,12,35,29,42
40,28,16,31,35,20,19,12,46,49
9,12,6,47,4,14,8,28,1,7
31,17,8,15,24,37,42,47,30,32
13,41,29,39,25,30,22,26,47,4
25,29,12,30,40,17,41,1,16,37
1,22,4,29,35,11,17,16,41,23
48,40,17,35,26,14,24,41,4,43
14,23,19,10,45,22,1,29,40,20
32,27,31,6,35,7,16,37,23,44
37,26,45,0,48,40,25,19,31,20
49,3,31,45,25,24,2,4,16,18
22,18,12,43,23,36,6,16,26,29
42,4,44,38,1,31,22,20,3,32
9,41,49,48,22,5,28,33,11,44
4,13,9,15,22,27,0,16,26,41
16,15,5,18,30,47,14,44,7,3
39,16,44,46,2,15,43,47,31,9
33,26,30,49,2,23,12,36,24,28
27,11,24,9,25,5,32,34,4,35
43,1,20,23,29,3,33,16,13,14
10,11,9,20,15,43,5,34,19,1
2,40,34,24,5,35,44,26,7,14
31,33,20,5,6,28,26,7,0,24
13,16,43,25,26,34,10,12,35,19
27,4,32,24,41,48,25,3,34,45
5,41,28,48,2,31,39,32,6,13
10,32,19,16,49,7,3,5,34,43
25,28,4,39,7,30,24,38,35,43
29,22,8,28,10,41,47,37,4,12
31,36,41,34,4,30,28,16,8,15
14,19,48,0,44,45,34,22,11,30
48,24,0,49,5,11,4,31,1,2
32,6,49,25,3,17,22,27,45,35
5,34,26,20,31,43,1,6,24,3
7,38,5,2,47,11,37,17,49,40
27,13,44,37,36,8,5,28,1,31
46,43,11,45,13,15,29,7,44,34
35,37,48,42,40,16,1,26,0,39
22,2,15,33,25,17,30,49,41,43
23,12,15,36,44,46,0,14,30,11
48,34,0,36,24,23,32,38,49,40
25,11,24,2,14,38,32,47,23,40
27,19,15,5,29,28,4,13,47,24
45,44,38,8,20,27,13,2,0,21
28,19,24,22,27,39,49,6,42,33
43,34,48,42,0,11,40,49,25,41
21,11,30,9,43,49,46,44,20,26
12,44,2,32,23,16,3,6,18,27
14,41,36,27,6,33,1,38,40,11
40,7,24,3,20,0,29,31,1,39
48,46,39,38,33,45,47,4,44,28
41,39,27,4,32,47,10,24,13,35
27,45,16,20,14,23,7,29,1,17
32,24,46,20,18,2,21,41,37,34
21,39,40,32,15,20,43,9,2,42
24,17,16,6,4,25,47,39,28,31
45,17,13,44,4,18,11,40,15,26
42,2,30,27,12,45,4,47,18,10
41,44,24,8,37,3,15,1,36,11
44,33,17,16,39,49,21,42,34,43
49,45,0,37,9,34,43,28,39,27
3,9,26,25,49,11,27,28,7,8
11,17,13,49,37,5,14,10,47,0
5,38,30,49,34,14,32,45,31,2
44,30,5,46,39,49,20,13,15,19
28,39,36,11,12,27,25,48,37,42
32,47,48,24,26,7,6,2,34,46
42,2,41,48,7,9,19,10,49,13
39,49,0,23,41,12,33,9,29,47
11,19,47,28,30,5,13,34,8,22
3,30,0,41,9,18,10,43,39,6
9,4,36,46,8,1,12,24,31,14
13,19,17,25,11,36,21,14,12,8
16,21,8,17,46,10,2,47,33,20
33,1,7,30,48,5,9,40,32,41
6,14,37,27,8,5,28,0,32,31
36,16,38,4,45,32,27,47,14,0
