39,43,26,21,18,15,49,17,45,2
17,36,30,47,0,43,22,25,16,8
48,28,4,27,17,31,47,37,11,6
33,37,23,9,11,45,22,16,4,19
21,25,17,46,10,44,41,24,49,19
37,13,3,0,16,42,22,30,28,11
0,26,14,34,43,9,17,45,40,44
26,4,39,11,38,48,22,34,0,19
9,6,8,40,7,43,48,17,33,24
34,41,15,37,35,2,43,7,0,23
41,18,37,42,40,45,11,20,47,32
34,15,33,14,28,13,26,32,6,47
31,19,10,38,28,42,24,44,5,43
25,7,32,44,10,4,23,36,22,34
22,0,46,34,36,39,47,9,5,44
23,19,17,39,25,6,15,27,35,49
42,14,11,15,36,2,23,24,32,6
39,38,24,4,27,30,9,25,21,43
18,12,24,1,30,13,36,2,37,9
39,10,33,20,6,27,26,11,4,25
24,19,44,36,26,28,40,1,45,37
18,25,14,0,24,42,29,30,5,23
43,5,24,20,37,8,19,38,31,1
28,29,41,13,19,35,43,24,4,1
25,6,32,0,35,13,30,28,29,33
38,9,39,13,48,40,46,5,6,37
14,2,16,20,38,34,26,25,30,49
27,7,33,24,11,49,38,34,48,39
16,11,21,49,27,5,6,37,3,39
21,7,48,15,19,3,24,11,41,46
25,47,34,30,20,11,36,0,22,39
42,2,30,4,31,45,3,33,48,44
0,8,28,23,11,46,17,42,25,19
49,36,41,21,6,24,14,47,31,16
2,32,10,34,11,16,27,18,3,0
49,35,3,18,48,16,44,2,0,43
32,23,12,24,15,21,18,47,19,2
16,25,37,42,22,46,26,21,27,28
34,40,45,14,43,32,26,13,17,46
39,30,46,41,37,45,3,11,28,17
23,20,41,34,49,22,38,33,6,24
15,29,11,24,36,31,37,46,23,22
40,11,28,29,47,49,18,1,24,23
47,3,44,35,42,41,33,24,32,23
14,43,38,21,10,29,34,33,24,3
44,38,11,47,18,49,7,3,0,10
11,37,49,39,40,46,22,6,9,20
31,4,24,10,18,16,42,38,15,39
39,30,26,20,12,25,5,0,21,45
31,7,48,30,2,23,43,1,3,9
49,42,12,17,47,48,1,29,18,38
25,37,7,20,18,5,36,22,45,35
10,36,25,38,18,17,23,39,6,33
10,46,37,24,43,49,25,48,6,11
35,7,9,15,16,33,47,27,26,41
6,39,23,37,30,14,5,10,3,11
5,37,22,34,47,12,49,46,15,43
5,24,15,39,2,14,47,45,23,13
32,1,37,21,47,12,25,45,41,40
18,8,7,24,27,32,9,48,34,0
16,28,14,37,30,6,22,19,43,23
48,32,36,9,42,0,30,6,47,34
37,9,21,4,8,15,29,14,23,43
29,41,12,43,48,3,4,14,24,45
13,21,29,38,44,7,49,10,26,42
33,48,17,13,45,10,37,40,32,43
16,36,23,2,21,30,24,47,29,5
25,48,35,21,31,4,10,30,49,16
37,47,44,7,24,45,11,42,35,3
38,49,3,10,13,20,30,37,39,40
28,6,0,47,35,27,33,37,11,25
49,25,35,48,3,44,39,7,4,28
28,18,32,49,20,43,12,46,41,6
30,49,13,20,40,28,39,2,19,37
9,42,33,20,21,37,7,24,1,47
7,11,49,2,14,19,42,13,18,34
37,9,44,20,4,26,13,42,35,24
27,25,1,44,43,6,10,42,3,21
38,48,20,21,44,49,13,11,33,17
40,43,10,18,25,49,47,37,15,16
49,4,23,34,29,9,28,16,8,37
28,41,48,13,31,8,33,49,43,40
37,43,9,30,40,38,14,49,19,48
32,15,7,28,35,17,48,45,11,40
36,32,0,13,1,9,8,15,6,11
32,14,11,45,19,6,15,21,4,8
12,25,49,23,39,40,46,20,35,19
28,11,32,5,10,45,47,39,22,7
8,2,23,49,47,31,42,24,6,25
20,9,22,29,14,18,11,44,30,12
49,10,24,46,15,44,17,27,30,47
16,8,10,44,17,18,38,35,49,36
21,12,46,5,24,20,25,36,17,33
44,19,47,30,48,22,36,13,27,3
45,39,20,43,44,6,17,36,23,42
1,29,43,45,19,40,4,33,23,18
5,28,39,13,47,20,26,32,15,6
27,45,35,39,24,15,36,1,40,2
13,12,11,5,49,43,0,3,7,1
20,17,40,21,25,10,29,9,44,8
36,3,11,21,32,39,10,12,23,48
45,25,31,7,29,5,30,11,32,1
11,37,27,6,24,31,28,21,4,29
47,36,39,1,2,21,16,17,40,12
15,16,39,33,30,35,5,11,1,36
15,49,32,24,28,44,35,3,38,27
27,37,39,35,38,28,14,45,9,13
48,15,29,5,46,32,44,41,40,38
21,25,33,40,43,41,5,11,34,9
21,1,41,6,7,18,38,5,20,9
22,45,14,4,39,46,40,30,5,44
29,46,47,44,17,38,1,25,13,16
0,42,2,23,30,17,33,20,21,45
18,1,16,40,37,7,43,11,24,36
34,46,16,49,25,20,43,2,30,31
38,15,30,13,3,1,41,27,35,9
47,19,38,15,0,42,21,17,24,29
3,23,38,5,33,44,28,46,27,36
42,45,49,6,4,32,22,38,12,44
5,23,0,20,8,28,43,31,49,16
4,22,27,36,7,45,30,37,23,6
4,8,15,17,41,23,1,24,28,25
29,1,38,39,14,13,42,21,44,20
23,16,26,47,21,7,32,41,43,6
44,33,22,43,29,8,41,31,13,45
45,1,29,24,5,34,28,2,23,35
37,27,21,49,35,19,17,32,26,33
28,5,17,13,11,36,49,48,40,38
