32,36,26,15,21,18,24,34,6,39
26,40,18,4,32,22,5,3,8,44
11,8,30,33,22,36,31,43,15,28
3,0,16,36,34,9,18,29,39,40
2,46,15,18,23,34,33,28,37,20
13,37,44,34,0,20,4,47,9,16
23,14,29,21,16,19,28,46,40,33
26,4,0,14,31,30,48,38,41,8
19,24,35,45,44,22,49,9,3,6
33,48,13,44,16,31,36,20,10,45
13,49,42,19,7,18,16,21,41,48
8,1,45,22,10,26,29,4,5,11
36,30,47,0,41,39,16,37,6,17
24,28,4,32,37,9,25,6,12,36
17,48,9,39,40,5,20,14,6,47
22,49,43,41,24,11,37,48,7,18
12,1,44,5,22,45,47,35,14,33
26,40,43,37,14,32,23,19,2,9
46,22,9,44,32,33,16,11,0,34
48,18,32,47,7,43,25,29,42,24
1,45,2,0,15,31,35,34,12,32
38,0,40,33,25,20,46,35,30,26
43,29,30,48,6,17,35,46,4,49
4,49,39,28,16,9,5,6,27,21
45,24,2,33,26,47,44,30,34,10
27,1,38,11,19,45,25,46,0,4
9,39,26,45,40,46,20,33,4,35
24,44,1,35,41,14,7,33,34,32
33,16,45,40,26,17,6,29,12,3
1,8,9,17,47,44,45,26,21,40
39,15,14,19,37,20,22,33,31,40
30,49,28,42,9,25,5,4,46,40
12,11,18,2,27,30,29,36,25,4
27,22,48,41,9,43,4,11,39,49
8,45,7,0,18,23,2,34,24,42
23,3,49,29,8,15,37,10,33,32
35,21,32,4,33,31,13,17,27,28
32,11,4,37,8,1,49,28,29,15
42,38,9,49,30,17,23,39,22,6
43,25,11,6,21,36,40,22,41,44
38,24,18,4,44,3,48,30,29,31
41,38,19,5,11,10,39,48,33,45
7,28,3,21,49,35,38,40,41,29
9,49,41,35,36,18,15,4,42,39
18,23,25,11,36,26,46,32,21,8
35,4,33,44,25,10,3,12,0,27
17,35,14,25,10,6,27,8,46,26
18,32,23,11,47,14,35,31,34,22
24,7,47,2,39,5,28,10,38,9
7,47,28,17,9,35,16,14,12,30
43,41,13,19,11,14,0,17,39,9
10,21,0,24,18,20,34,36,9,48
15,25,17,39,37,14,49,11,13,20
33,1,22,28,15,13,6,9,32,47
31,12,21,23,28,47,22,42,17,13
22,40,24,43,45,39,36,20,7,46
15,32,44,40,42,14,5,27,7,10
26,38,14,40,4,18,27,37,32,19
39,20,44,35,26,32,19,22,36,49
4,49,26,30,22,40,18,19,20,5
33,40,0,27,28,35,10,13,31,7
41,42,1,0,38,34,30,33,8,21
34,20,24,6,13,9,35,3,40,23
30,36,46,37,49,18,34,13,26,0
13,26,2,10,1,14,48,41,8,16
43,17,1,47,5,39,36,49,23,46
9,8,4,12,25,36,26,37,23,2
45,5,20,28,9,14,11,39,29,18
46,9,41,13,15,42,10,5,34,26
39,12,43,1,48,29,7,4,37,24
47,1,36,10,13,22,21,29,2,15
17,27,33,6,39,34,29,19,9,26
43,7,0,26,31,46,33,48,21,28
25,47,32,31,1,4,28,22,3,30
33,16,35,37,31,38,40,12,5,10
14,3,43,41,26,16,46,25,6,29
35,18,1,9,41,24,14,33,22,11
26,23,46,7,48,47,45,39,43,37
46,38,29,8,47,2,34,49,31,27
7,25,1,22,11,46,42,15,31,32
26,5,35,0,33,32,48,4,14,1
2,25,24,9,14,36,46,0,21,19
12,16,7,13,4,45,42,33,27,10
6,19,20,15,44,25,30,41,8,29
0,3,16,4,15,45,24,47,11,9
37,38,40,11,8,3,15,17,35,14
2,10,47,31,28,39,49,43,36,6
33,47,41,18,5,39,1,11,3,46
9,5,4,28,8,39,13,18,2,36
23,3,2,0,8,38,36,27,4,49
1,27,0,37,4,16,29,15,43,21
40,41,29,43,8,13,47,20,21,42
6,19,29,20,41,3,7,8,28,12
6,34,28,14,7,36,30,42,32,16
14,44,15,19,27,1,34,33,2,37
2,0,30,9,36,24,10,3,6,23
39,0,44,8,29,43,31,37,42,10
35,29,34,36,32,12,19,8,40,46
24,12,28,10,29,34,3,14,6,22
24,9,45,30,6,10,7,16,0,35
24,32,29,12,42,13,43,33,3,0
15,32,30,35,31,1,41,19,25,27
27,12,43,33,29,44,19,32,2,16
